115
505.812-424.95616.125,1 85,stand,,,
537.303-474.45416.125,0 56 85,stand,,,
291.322-1833.9816.125,3 5,stand,,,
-39.6545-1811.716.125,4 2 78 5,stand,,,
-195.803-1842.0916.125,3 78 111,stand,,,
115.975-1711.5316.125,2 6 78 79 3,stand,,,
270.51-1502.516.125,5 7 79,stand,,,
523.467-1317.5816.125,6 8 80 79,stand,,,
664.768-955.79818.5377,7 9 81,stand,,,
990.06-608.59516.0857,8 10 81,stand,,,
993.031-313.96416.0698,9 11 12,stand,,,
734.615-241.95816.125,10 12 13 98 103,stand,,,
968.686-111.7716.125,11 10 102,stand,,,
670.691151.52316.125,11 14,stand,,,
616.155160.12948.125,13 15,stand,,,
546.602158.0840.124999,14 16 96 97,stand,,,
387.278376.5770.124999,15 17,stand,,,
-20.6483442.8716.125,16 18 94 95 99,stand,,,
-276.216434.670.125,17 92,stand,,,
-746.266385.41188.125,20 92,stand,,,
-758.784562.358192.125,19 21,stand,,,
-663.918567.227192.125,20 64 65,stand,,,
-517.21252.7930.124999,23 91 92 94,stand,,,
-596.15163.24716.125,22 24 91 93,stand,,,
-712.372173.4416.125,25 23 88,stand,,,
-861.793160.8116.125,24 26 101,stand,,,
-954.657415.2616.125,25 27,stand,,,
-930.48795.11912.8512,26 28 29,stand,,,
-730.137871.64311.2345,27 31,stand,,,
-962.2111196.615.24434,27 30,stand,,,
-567.2761271.914.05508,29 31 32,stand,,,
-586.1581045.797.32107,30 28,stand,,,
-338.9541316.85-2.03107,30 33 37 39,stand,,,
-281.9421707.41-1.875,32 34 37,stand,,,
-6.741521920.84-1.875,33 35 38,stand,,,
323.0831735.21-3.87158,34 36 38 104,stand,,,
382.2381504.540.815162,35 37 40 39 104,stand,,,
-26.82391469.418.1746,36 33 38 32 39,stand,,,
116.041701.08-1.875,35 34 37,stand,,,
-8.948931299.28.125,32 37 40 100 36,stand,,,
455.4031263.830.80736,39 36 41 42,stand,,,
597.815952.9980.125,40 42 45 114,stand,,,
695.6541285.260.633609,40 41 43 105 106,stand,,,
1049.081175.520.125001,42 44 106,stand,,,
1051.53832.9540.125001,43 45 46,stand,,,
860.215748.0934.01932,44 41 46 107 114,stand,,,
1115.09663.25316.125,45 44 47,stand,,,
1119.5467.566184.125,46 48,stand,,,
1054.24383.648184.125,47 49,stand,,,
731.372385.949192.125,48 50 51,stand,,,
645.881551.47192.125,49 68,stand,,,
662.071238.161192.125,49 52,stand,,,
660.251-104.482192.125,51 54 53,stand,,,
735.331-312.701192.125,54 52 55,stand,,,
646.806-331.588192.125,52 53 57,stand,,,
759.845-493.82104.125,53 56,stand,,,
675.205-486.376104.125,55 1,stand,,,
626.279-422.316192.125,54 58,stand,,,
366.824-424.195192.125,59 57,stand,,,
-2.34399-423.791192.125,60 58,stand,,,
-323.755-417.004192.125,61 59,stand,,,
-702.528-403.513192.125,60 62,stand,,,
-738.813-298.498192.125,61 63 69,stand,,,
-670.4981.26415192.125,62 64,stand,,,
-668.283381.161192.125,63 21,stand,,,
-490.793571.524192.125,21 66,stand,,,
-301.784566.147192.125,65 67,stand,,,
14.7346573.208192.125,66 68,stand,,,
305.039571.19192.125,67 50,stand,,,
-865.677-291.469184.125,62 70,stand,,,
-1125.46-321.898184.125,69 71,stand,,,
-1106.26-571.04916.125,70 72 75 110,stand,,,
-659.469-730.96216.125,71 108 109 110,stand,,,
-646.755-1255.7716.125,74 76 109,stand,,,
-876.086-1248.716.125,73 75,stand,,,
-965.944-952.73316.125,74 71,stand,,,
-353.091-1333.8716.125,73 77 79,stand,,,
-320.427-1501.5716.125,76 78,stand,,,
-145.803-1646.5816.125,77 4 3 5 79,stand,,,
-9.68692-1389.6917.0544,5 78 76 6 7 82,stand,,,
945.134-1299.7616.125,7 81,stand,,,
964.397-912.06416.2567,80 9 8,stand,,,
24.8224-1003.3916.0088,79 83,stand,,,
-34.5625-682.19716.0088,82 84,stand,,,
25.6259-447.9716.0088,83 85 86 89 90,stand,,,
318.792-442.47616.0088,84 0 1,stand,,,
-218.847-438.10916.0088,84 87,stand,,,
-693.322-423.18716.0088,86 88,stand,,,
-708.497-72.410916.0088,87 24,stand,,,
-130.83-223.2620.125,84 90 91 93,stand,,,
129.025-178.0390.125,84 89 96 97 98 93,stand,,,
-496.043-77.6120.125,89 23 22 93,stand,,,
-534.335388.2367.64728,22 18 19 94,stand,,,
-199.83296.09570.124999,89 91 94 90 95 23,stand,,,
-122.751283.8630.124999,93 17 92 22 95,stand,,,
104.783261.2230.125,17 96 93 94,stand,,,
186.48128.82220.125,95 90 15 97,stand,,,
452.621-79.92070.125,15 90 98 96,stand,,,
538.879-249.7260.125,97 11 90,stand,,,
-32.1886797.33716.125,17 100,stand,,,
24.88831097.6216.125,99 39,stand,,,
-942.212-139.76916.125,25,stand,,,
961.552255.48215.3501,12,stand,,,
655.375-317.28716.125,11,stand,,,
431.2221608.223.50296,35 36,stand,,,
962.7561433.830.748573,42 106,stand,,,
897.7471288.220.400695,105 42 43,stand,,,
749.668687.34311.8986,45 114,stand,,,
-500.519-952.66216.125,72 109,stand,,,
-634.56-1027.616.125,73 108 72,stand,,,
-612.432-586.30416.125,72 71,stand,,,
-349.851-1829.0516.125,4,stand,,,
375.916807.075104.125,113,stand,,,
447.038801.978100.352,112 114,stand,,,
651.898799.5930.124998,113 41 107 45,stand,,,
