238
-2496.69101.809-71.875,1 198 199,stand,,,
-2391.88-95.2719-67.7637,2 0 14 93 232,stand,,,
-2438.24-418.23-52.0056,3 1 85 232,stand,,,
-2712.64-430.421-63.875,4 2 217,stand,,,
-2820.15-315.757-63.875,5 3,stand,,,
-3059.09-281.06864.125,4 6,stand,,,
-3065.77-403.492104.125,7 5,stand,,,
-2982.88-422.574104.125,8 6,stand,,,
-2970.67-534.304104.125,7 234,stand,,,
-2098.77703.238-71.875,12 10 198 199,stand,,,
-1914.44888.576-62.9983,9 11,stand,,,
-1765.5912.517-71.875,10 15 147,stand,,,
-1879.63616.861-71.875,13 9 147,stand,,,
-1912.12242.343-71.875,14 12 91,stand,,,
-2021.2867.9958-71.875,1 13 95,stand,,,
-1802.161075.48-70.1692,16 11 45 223,stand,,,
-1814.941601.723.0916,17 15,stand,,,
-1806.121825.4715.0694,18 16,stand,,,
-1360.521818.82-11.7075,19 17 50 45,stand,,,
-1077.741823.19-66.9675,20 18 47,stand,,,
-810.8561814.4-4.81134,21 19 50,stand,,,
-572.3761480.16-54.9587,22 20 49,stand,,,
-439.1481402.28-46.4615,23 21 49 56 51 25,stand,,,
-390.9091836.88-13.7872,25 22,stand,,,
28.29841782.680.125001,26 25,stand,,,
-193.3241826.6220.125,24 23 56 22,stand,,,
238.041783.6520.125,27 24,stand,,,
448.5161766.57-7.55518,28 26,stand,,,
434.7981373.68-26.9828,30 27 29 58,stand,,,
602.2641237.69-68.4059,30 28 40 58,stand,,,
494.0161121.59-46.9825,31 29 28 58,stand,,,
496.568746.878-18.791,32 30 59,stand,,,
528.717488.587-30.837,33 31 70,stand,,,
624.959362.015-63.8955,36 32 34 69 228,stand,,,
586.214231.345-58.8055,36 33 35 68 194,stand,,,
347.014101.83313.272,34 60 68 123,stand,,,
886.962286.343-71.875,37 33 34 193 194 195 228,stand,,,
1043.33653.862-68.5477,38 36 39,stand,,,
1298.221042.35-71.875,39 37 180 181,stand,,,
1163.41162.73-71.0248,41 38 40 37,stand,,,
825.2211284.09-57.7963,29 39,stand,,,
1237.261329.83-55.875,42 39,stand,,,
1343.791438.7-55.875,43 41,stand,,,
1162.571520.1982.688,44 42,stand,,,
1065.791502.4586.1302,43 211 213 212,stand,,,
-1570.641202.57-71.875,15 46 18 200,stand,,,
-1265.051273.02-71.875,47 45 50 202 200,stand,,,
-889.1141348.57-71.875,48 46 49 19 50,stand,,,
-672.3711020.17-63.875,47 49,stand,,,
-722.1471330.86-71.875,22 47 48 21,stand,,,
-1158.161496.37-65.9756,18 47 46 20,stand,,,
-377.3031142.9-34.0558,56 22 52 55,stand,,,
-350.529726.2-59.742,51 53,stand,,,
-221.244660.224-7.18483,52 54,stand,,,
-129.636603.66520.0362,53 55 66,stand,,,
-121.7331028.9720.125,54 56 51,stand,,,
-199.6911309.735.8465,22 51 55 25 57 59,stand,,,
101.3311238.50.124999,56 58,stand,,,
346.0461257.77-10.4055,57 29 30 28,stand,,,
298.776914.99420.125,31 56,stand,,,
170.726177.2570.125001,67 68 61 35 123,stand,,,
-59.0171198.8863.38921,66 60 64 62,stand,,,
-237.402136.051-8.04668,63 61 64 73 66 107,stand,,,
-336.05743.5987-32.4288,64 62 108,stand,,,
-408.162221.535-62.36,61 63 62 74 72,stand,,,
-371.981350.838-49.8502,66 73,stand,,,
-179.421380.0717.0583,67 65 61 54 62,stand,,,
162.416350.7120.125,69 60 68 66,stand,,,
290.248265.9417.15243,60 34 67 35 70,stand,,,
133.776467.553-12.6192,67 70 33,stand,,,
317.863545.34320.125,69 32 68,stand,,,
-590.523157.771-69.9615,74 76 72 144 75,stand,,,
-576.612416.579-63.875,64 74 73 71 76 144 219,stand,,,
-459.234349.704-63.7267,72 65 62,stand,,,
-492.083231.268-71.3319,64 72 71,stand,,,
-726.80233.5483-63.875,156 71 76,stand,,,
-878.92876.2942-71.875,77 71 72 75 144,stand,,,
-1014.85-298.759-71.875,78 76 79,stand,,,
-984.98-513.953-71.875,79 96 77 101,stand,,,
-1190.59-512.76-71.875,80 78 77 221 222,stand,,,
-1485.82-528.034-71.875,81 92 89 79,stand,,,
-1668.71-642.969-63.875,87 82 80 89 94,stand,,,
-1836.78-835.264-60.7485,81 83,stand,,,
-2135.94-900.833-57.5275,82 84,stand,,,
-2386.14-761.646-64.3469,83 85 230,stand,,,
-2426.98-585.857-68.1434,84 2 86,stand,,,
-2146.8-615.488-70.0523,85 88 93,stand,,,
-1811.36-669.174-56.2078,88 81,stand,,,
-1882.41-502.923-60.0799,89 87 86,stand,,,
-1742.49-341.476-70.7947,92 88 80 81 95,stand,,,
-1562.47-151.635-66.3602,91 92 95,stand,,,
-1650.247.2048-63.875,13 90 231,stand,,,
-1603.27-355.839-71.9706,90 89 80,stand,,,
-2057.39-351.124-71.9483,86 94 1,stand,,,
-1908.9-280.509-59.3947,93 81,stand,,,
-1816.55-109.664-71.8887,14 90 89,stand,,,
-1007.52-644.347-55.875,97 78,stand,,,
-1122.8-865.039-55.875,96 98,stand,,,
-966.713-938.90480.125,97 99,stand,,,
-869.546-962.21980.125,98 100,stand,,,
-890.606-810.82380.125,99 216,stand,,,
-826.66-638.059-71.5328,78 102,stand,,,
-608.856-660.749-71.875,101 103 104,stand,,,
-332.56-730.127-51.5496,102 104 109 116 118,stand,,,
-329.229-572.841-45.5599,103 102 105 118 116,stand,,,
-320.283-424.317-58.4835,104 106,stand,,,
-306.619-297.193-28.3891,105 108 107,stand,,,
-216.543-125.708-7.23769,62 106 157,stand,,,
-335.305-90.02-32.2141,106 63,stand,,,
-306.653-832.236-41.3805,116 103 110 196,stand,,,
-285.35-1061.45-33.9802,109 111 196,stand,,,
-117.223-1205.3617.2848,110 112 196,stand,,,
78.9001-1205.930.124999,111 113,stand,,,
309.106-1191.5617.867,112 114 121 117,stand,,,
481.467-1025.54-21.1636,113 115 137,stand,,,
622.355-853.277-22.2306,137 114 136,stand,,,
-139.304-702.0311.11637,118 109 117 197 103 104,stand,,,
76.7533-877.2320.125002,116 113 196 197,stand,,,
-145.525-552.19311.3854,157 116 197 119 104 103,stand,,,
24.154-395.5992.79111,120 118 157,stand,,,
231.898-419.142.52118,121 122 119 197,stand,,,
293.577-600.6179.2961,113 120 124 137 197,stand,,,
303.428-232.37120.0599,120 123 125,stand,,,
271.97545.003814.2683,122 60 35,stand,,,
433.29-550.048-6.46481,121 125 137,stand,,,
608.697-497.642-53.0079,122 126 124 136 135,stand,,,
861.299-473.448-103.643,127 125 137 136,stand,,,
1016.82-487.948-66.873,126 136 128,stand,,,
1241.58-553.89-58.6271,133 127 129,stand,,,
1380.03-658.708-67.108,133 130 128,stand,,,
1468.08-777.751-71.8205,133 129 131 227,stand,,,
1601.15-761.62-65.448,130 138 132,stand,,,
1744.96-625.457-64.3073,138 131 139 140 186,stand,,,
