287
-2240.222708.06-66.4859,1 5,stand,,,
-2148.832549.75-62.1623,0 2,stand,,,
-1953.782556-60.5159,1 3 255,stand,,,
-1720.562546.72-58.0809,2 4,stand,,,
-1705.742957.84-55.6295,3 5,stand,,,
-2134.722984.97-63.1904,4 0 6,stand,,,
-2068.673149.14-59.391,5 7 8,stand,,,
-1781.813118.84-51.6793,6 9 14,stand,,,
-1946.253591.85-62.0203,6 10 258,stand,,,
-1552.983129.33-31.3414,7 10 22 23,stand,,,
-1618.563500.05-29.0007,9 11 13 14 8,stand,,,
-1089.413703.91-39.6748,10 12 15,stand,,,
-1588.073762.91-43.3033,11 13,stand,,,
-1704.983711.82-42.4629,12 10 14 258,stand,,,
-1741.583415.64-41.6075,7 13 10 258,stand,,,
-879.1343570.93-32.1986,11 17 35 36,stand,,,
-1098.23244.97-21.975,18 19 31,stand,,,
-1122.143512.86-21.975,18 15,stand,,,
-1157.323377.05-21.975,17 16,stand,,,
-1111.293157.6-21.975,16 20 25,stand,,,
-1285.73134.02-21.975,19 21 22,stand,,,
-1394.483388.56-21.975,20,stand,,,
-1452.873075.39-30.5512,20 9 24 23,stand,,,
-1485.672769.97-32.9369,9 24 22 32,stand,,,
-1382.312888.89-31.4767,23 22 33,stand,,,
-909.4973215.91106.025,19 26,stand,,,
-954.2763322.84146.025,25 27,stand,,,
-1056.763309.07146.025,26 28,stand,,,
-1145.483398.87146.025,27 29,stand,,,
-1263.263358.61146.025,28 30,stand,,,
-1182.063158.87146.025,29 286,stand,,,
-893.6313216.13-21.975,16,stand,,,
-1378.982631.98-39.875,23 46 52 48,stand,,,
-1167.552964.42-31.7779,24 34 285,stand,,,
-910.7293095.82-32.6868,33 35 43 44 285,stand,,,
-669.2233273.51-36.0478,34 15 36 37 41,stand,,,
-512.8743445.59-48.3834,15 35 40 41,stand,,,
-449.0222984.44-36.0511,35 38 41,stand,,,
-299.3422728.49-39.4414,37 39 41 42,stand,,,
40.69512822.28-30.2943,38 257,stand,,,
-41.27413182.61-27.9041,36 41 257,stand,,,
-261.683115.44-64.7417,35 38 40 37 36,stand,,,
-465.6232618.35-39.876,38 43 45 47 94,stand,,,
-627.9042941.49-39.876,42 34 44,stand,,,
-753.7112875.24-39.875,43 34 45,stand,,,
-809.2222686.35-39.875,44 46 42 47,stand,,,
-1082.512754.9-39.875,32 45 48,stand,,,
-823.4042278.04-39.875,45 42 48 75 91,stand,,,
-1122.012435.22-39.875,46 49 47 32 74,stand,,,
-1394.982264.27-39.875,50 52 48 73 74,stand,,,
-1710.622267.23-47.7957,49 51 52 73 256 255,stand,,,
-1713.382415.43-43.9655,50 52 73 255 256,stand,,,
-1580.782441.51-37.4878,51 32 49 50 73,stand,,,
-1946.722160.22-63.875,54 55 256,stand,,,
-1734.272139.15-60.9915,53,stand,,,
-2151.952175.39-63.875,53 56,stand,,,
-2168.222036.9-63.875,55 57 60,stand,,,
-2092.881690.62-62.562,56 58,stand,,,
-1996.671619.99-53.275,57 59 68 69,stand,,,
-1986.611896.6-55.875,58 60 62,stand,,,
-1995.782030.34-55.875,59 56 61,stand,,,
-1765.232036.1-55.875,60 62,stand,,,
-1753.211896.39-55.875,61 59 63,stand,,,
-1713.351760.97-39.875,62 64,stand,,,
-1978.551765.4180.125,63 65,stand,,,
-1981.611919.7880.125,64 66 67,stand,,,
-1979.372144.2980.125,65,stand,,,
-1695.541949.2180.125,65,stand,,,
-1733.431674.3-37.5198,58,stand,,,
-1959.91440.45-43.9835,58 70 71 259,stand,,,
-1789.551135.27-36.4876,69 83 85 259,stand,,,
-1729.931558.04-32.875,69 72 83,stand,,,
-1560.511658.31-32.875,71 73 77 84,stand,,,
-1553.831991.79-32.875,72 49 52 51 50 74 77,stand,,,
-1192.672059.63-39.875,73 49 48 75,stand,,,
-977.0992118.18-39.875,74 47 76,stand,,,
-1059.151632.91-39.875,75 77 78 79 81 84,stand,,,
-1300.131716.11-40.2093,76 73 72 78 81,stand,,,
-778.4661949.17-32.875,77 76 91 92 103,stand,,,
-886.961364.3-39.875,76 80,stand,,,
-1180.81170.95-31.875,79 81 82,stand,,,
-1325.211374.96-39.875,80 84 77 76,stand,,,
-1503.91033.29-31.875,80 83 85 142,stand,,,
-1563.191290.45-39.875,82 84 71 70 85,stand,,,
-1425.411418.2-39.875,83 81 76 72,stand,,,
-1663.521053.04-39.2251,70 82 83 86 142,stand,,,
-1698.38866.134-41.7029,85 87,stand,,,
-1582.17605.426-13.2054,86 88 89,stand,,,
-1375.09247.62781.0253,87,stand,,,
-1482.07619.946-2.04297,87 90,stand,,,
-1348.02408.933144.125,89 236,stand,,,
-500.5072213.33-39.875,78 47 92 94,stand,,,
-478.9891912.65-38.6049,91 78 93 103,stand,,,
-11.1572038.9-33.5339,92 94 95 96 97 98 104 117,stand,,,
-334.0862358.26-39.875,93 42 91 96,stand,,,
246.6432323.25-30.884,93 96 98 97,stand,,,
30.55062619.87-35.4907,94 95 93,stand,,,
377.3821983.49-30.9015,93 98 95 99 105,stand,,,
431.9492167.62-27.9914,97 95 93 99,stand,,,
710.5921821.12-41.5232,98 97 100,stand,,,
868.5391628.48-48.5933,99 101,stand,,,
981.371429.91-52.8354,100 102,stand,,,
1005.411203.93-56.8899,101,stand,,,
-698.1271747.4-36.7202,92 78,stand,,,
51.65351847.98-31.875,93 105 116 117 114,stand,,,
354.3911814.2-31.875,104 97 106 118 117 108,stand,,,
578.1411688.19-31.875,105 107 118,stand,,,
779.5511443.56-31.875,106 108 118,stand,,,
546.4771291.47-31.875,107 109 105 119,stand,,,
421.5051218.18-31.875,108 110 119 120 111,stand,,,
245.6461115.57-31.875,109 111 118,stand,,,
94.70531245.2-31.875,110 112 117 109 113 118,stand,,,
-23.971177.01-31.875,111 113 117 198 251,stand,,,
-167.1191320.93-31.875,112 117 111 278,stand,,,
-314.8131530.17-31.875,115 117 104 277 279 276,stand,,,
-426.3121704.23-31.875,114 116,stand,,,
-257.4931824.55-31.875,115 104 117,stand,,,
-7.326051617.65-31.875,104 118 114 116 105 113 111 112 93,stand,,,
333.5281511.43-31.875,117 106 105 110 107 111,stand,,,
695.3241009.19-31.875,108 109 199,stand,,,
430.9031146.27-31.875,109 121,stand,,,
542.758944136.125,120 122 124 125,stand,,,
610.414759.725136.125,121 123 124,stand,,,
791.934860.432136.125,122 211,stand,,,
399.186952.416136.125,121 122 245,stand,,,
718.2771040.18136.125,121 126,stand,,,
624.4331260.19136.125,125 127,stand,,,
648.4511510.05136.125,126 128,stand,,,
419.0721745.41136.125,127 129,stand,,,
117.7941829.01136.125,128 130,stand,,,
-178.631791.47136.125,129 131,stand,,,
-328.7631692.84136.125,130 132,stand,,,
-382.4661505.53136.125,131 133,stand,,,
-562.0591353.61136.125,132 134,stand,,,
-478.3131168.5136.125,133 135 242 243,stand,,,
